1.4720540E-02	2.0665060E-01	1.7348851E-01	3.5630995E-02	1.2265706E-01	1.5201659E-01	1.6498151E-03	8.8970753E-03	5.3848794E-02	3.8487837E-03	2.3740071E-02	2.1721659E-03	1.7378723E-02	8.3187539E-02	6.0925061E-03	1.4900761E-03	2.4466668E-03	2.1037781E-03	1.7991061E-03	6.3696889E-03	1.8323502E-03	1.9833732E-03	1.5106930E-03	1.8225166E-03	3.3402894E-03	2.0183493E-03	3.5202543E-03	2.7774871E-03	1.7421722E-03	1.8507880E-03	1.8460389E-03	1.4970601E-03	1.5012505E-03	1.6201469E-03	1.5859530E-03	2.4968401E-03	1.5099108E-03	1.6439486E-03	1.6310979E-03	1.8426865E-03	1.5189621E-03	1.6712143E-03	1.7240136E-03	2.3452026E-03	1.8734722E-03	2.3605116E-03	1.4900202E-03	1.5215881E-03	2.0176229E-03	1.6114308E-03	1.5812039E-03	1.4886793E-03	1.4886793E-03	1.6492564E-03	1.8216227E-03	1.5196884E-03	1.7675382E-03	1.4886793E-03	1.5408082E-03	1.5516474E-03	1.6010944E-03	1.5814832E-03	1.4932608E-03	1.5300248E-03
8.8052750E-03	5.6190810E-03	2.6700721E-01	6.6891850E-03	2.8295735E-01	1.5082346E-01	1.9542200E-05	1.3837297E-02	3.6034600E-02	2.7810100E-04	6.4131801E-02	6.2238400E-03	1.6342212E-02	8.3249140E-03	1.4858311E-02	1.1315300E-07	9.2800600E-04	1.0628862E-02	2.1074590E-03	5.0000660E-03	8.6647000E-04	2.8421430E-03	7.7263800E-05	6.5060000E-05	5.0968200E-04	7.8902800E-04	7.4241100E-05	2.0020550E-02	4.6330800E-04	4.3120460E-03	5.5065800E-04	0.0000000E+00	1.0147700E-04	3.1110800E-04	1.0951100E-04	1.2803500E-04	2.6024000E-05	2.1118200E-04	6.7177500E-05	2.6196900E-04	2.5377400E-05	9.1358800E-05	9.3298400E-05	4.0296800E-04	5.8848200E-04	7.2762100E-04	1.4345500E-04	1.8717900E-05	2.2548700E-04	4.3644100E-07	2.4084200E-06	0.0000000E+00	1.0506600E-06	2.6169500E-05	1.4479700E-04	9.6337300E-06	2.4650100E-05	1.7906610E-03	0.0000000E+00	1.6169500E-08	0.0000000E+00	1.6760400E-04	1.4337400E-05	0.0000000E+00
2.5561889E-02	3.1369378E-01	1.9779800E-01	4.2558000E-02	1.6685667E-02	1.0504089E-01	1.5610000E-03	4.4888889E-03	7.5358556E-02	9.5033333E-04	1.8496000E-02	1.6445556E-03	1.2699667E-02	5.8357556E-02	1.9955556E-03	1.7311111E-04	7.5544444E-04	1.2664444E-03	1.0000000E-06	2.3532222E-03	3.7144444E-04	1.1951111E-03	2.6011111E-04	3.3777778E-05	5.1822222E-04	9.6400000E-04	2.6514444E-03	1.0903333E-03	2.6833333E-04	8.7777778E-05	4.1222222E-05	0.0000000E+00	2.2222222E-06	3.0877778E-04	3.2822222E-04	4.8477778E-04	0.0000000E+00	1.1533333E-04	2.7666667E-04	1.0122222E-04	3.3411111E-04	1.7711111E-04	4.3333333E-05	1.5185556E-03	1.0611111E-03	4.5033333E-04	9.4444444E-06	1.7777778E-06	8.6333333E-05	1.6466667E-04	2.8777778E-05	8.8888889E-07	5.1444444E-05	0.0000000E+00	1.7233333E-03	6.5888889E-05	5.4501111E-03	3.3333333E-06	0.0000000E+00	1.3111111E-04	2.3500000E-04	6.8888889E-05	0.0000000E+00	5.0777778E-05
2.0127789E-02	1.1235847E-01	2.2096826E-01	1.4884368E-02	1.8544732E-01	1.4116363E-01	1.2468421E-04	7.8868421E-03	4.1151789E-02	2.7806842E-03	5.7676684E-02	9.3584211E-04	1.3696474E-02	3.3215684E-02	1.6928316E-02	6.8421053E-07	7.5273684E-04	2.3081053E-03	2.0615789E-04	1.4060737E-02	5.7468421E-04	5.5944737E-03	1.7947368E-05	4.8368421E-04	1.5755789E-03	1.2802632E-03	1.1273684E-04	7.6873158E-03	5.3368421E-05	1.1217895E-03	9.0821053E-04	0.0000000E+00	2.7368421E-06	1.0036842E-04	3.0721053E-04	3.4289474E-04	2.0852632E-04	1.9715789E-04	1.8815789E-04	1.2384211E-04	6.8736842E-05	1.9557895E-04	3.6842105E-07	7.9789474E-05	1.8214737E-03	1.4120526E-03	1.9263158E-05	1.1473684E-04	1.3831579E-04	1.1052632E-06	9.6005263E-04	2.7368421E-06	5.2631579E-07	1.5668421E-04	1.2717895E-03	6.9052632E-05	1.3598421E-03	1.0184211E-04	1.0631579E-05	1.0589474E-04	1.4184211E-04	1.8042105E-04	2.0736842E-05	2.7184211E-04
1.1390265E-02	7.5494382E-02	3.1667862E-01	8.8055882E-03	1.3741382E-01	2.3697626E-01	4.4117647E-07	1.5472559E-02	1.8257118E-02	5.1855882E-04	3.1518147E-02	4.1199412E-03	2.1611618E-02	3.6675559E-02	8.0963824E-03	0.0000000E+00	6.0811765E-04	8.1241176E-04	2.4152941E-04	4.4728529E-03	1.6770294E-03	8.8126471E-04	1.4705882E-07	7.9970588E-05	1.2431176E-03	7.0705882E-05	3.1705882E-05	1.0159000E-02	3.9176471E-05	1.4807353E-03	1.7612941E-03	1.8558824E-05	5.7558824E-05	1.0067647E-04	7.5311765E-04	5.0747059E-04	2.4588235E-05	3.4970588E-05	4.8023529E-04	4.9526471E-04	2.4882353E-05	5.4144118E-04	5.5882353E-07	8.8117647E-05	1.0140294E-03	6.3055882E-04	2.8794118E-05	3.3500000E-05	7.0750000E-04	1.7352941E-06	4.9294118E-05	9.6764706E-06	4.2352941E-06	1.2170588E-04	8.9852941E-05	5.8823529E-08	7.3117647E-05	1.7876471E-04	8.5294118E-06	7.8588235E-05	1.5294118E-06	2.0911765E-05	0.0000000E+00	3.2382353E-05
6.3012020E-03	5.0524980E-03	2.4946772E-01	1.5060953E-02	2.9066845E-01	5.8771559E-02	3.4562100E-05	4.2356491E-02	5.8541712E-02	2.2805500E-04	1.5723520E-01	1.8885740E-03	1.9754214E-02	5.1080200E-04	4.1971900E-03	0.0000000E+00	2.4888600E-04	9.3178600E-04	2.8210260E-03	2.8026760E-03	8.4990800E-04	2.0718900E-04	1.1494000E-08	6.7929200E-05	3.6745200E-04	3.4251730E-03	3.5970800E-04	2.2476863E-02	3.0793400E-06	7.9266400E-04	2.4486400E-04	5.0958400E-05	1.0416900E-04	4.2346600E-04	1.4168400E-04	1.1029300E-04	1.6539900E-04	0.0000000E+00	0.0000000E+00	4.7224100E-06	0.0000000E+00	4.0422000E-05	0.0000000E+00	4.0904600E-05	9.7808260E-03	9.8451400E-04	4.2567200E-04	1.1494000E-08	0.0000000E+00	0.0000000E+00	1.0950000E-05	0.0000000E+00	1.5281800E-06	3.1022900E-07	1.6545700E-06	1.7304000E-05	1.9648000E-06	2.2290700E-06	2.4358900E-05	0.0000000E+00	4.0709200E-05	1.7269500E-04	0.0000000E+00	4.1708900E-06
6.9895820E-03	4.4903090E-03	2.7567298E-01	2.6747554E-02	2.3208608E-01	7.0220955E-02	7.8300600E-04	6.6477153E-02	8.4257015E-02	1.7821020E-03	1.1325790E-01	1.7360730E-03	1.1629546E-02	2.4196500E-05	1.5136474E-02	0.0000000E+00	4.3689300E-04	1.3280190E-03	2.7220700E-03	4.3828980E-03	1.7471870E-03	4.6614260E-03	4.5870900E-06	1.6543500E-04	3.1952000E-04	1.1813270E-03	8.5019700E-04	7.8097890E-03	7.6372700E-06	1.5244210E-03	1.5264940E-03	4.4688700E-06	6.3110400E-04	2.4966600E-04	2.2286000E-04	4.5374400E-04	2.7254600E-05	7.1612300E-05	1.2177900E-04	4.2396700E-04	5.2018200E-07	1.5170500E-04	0.0000000E+00	9.0638800E-07	8.8931300E-04	6.5269200E-04	2.7890600E-04	6.9043700E-04	1.2216400E-06	5.8473600E-05	6.4156300E-06	1.7434100E-05	1.7402600E-05	5.8639200E-06	0.0000000E+00	2.8610200E-06	6.7230100E-06	1.3984300E-04	5.2097400E-06	8.7486000E-07	1.9625200E-06	3.1997700E-04	0.0000000E+00	2.6403400E-06
6.1526750E-03	5.6882590E-03	1.9680565E-01	6.3165290E-02	3.0804446E-01	2.3864360E-02	1.7319400E-04	1.0020666E-01	1.1473551E-01	1.7382849E-02	4.1086549E-02	2.1908510E-03	1.0463431E-02	1.6030800E-05	1.6982560E-03	5.8572600E-04	3.8287800E-04	7.9107300E-04	8.7980320E-03	4.0709290E-03	3.3671400E-03	3.9938500E-04	4.2278400E-04	1.1604200E-04	8.7254400E-04	9.5052900E-04	6.2764300E-04	1.7709482E-02	4.2858600E-05	4.9140300E-04	4.9023400E-04	6.0172300E-06	9.2506400E-05	1.5105500E-04	1.0516500E-04	1.8392300E-06	3.3441000E-04	5.8696300E-06	0.0000000E+00	1.1239800E-06	1.1353200E-06	2.6861800E-05	2.2581700E-05	0.0000000E+00	7.6236000E-04	2.9387900E-04	1.1357100E-08	1.6799400E-04	6.1194000E-06	0.0000000E+00	1.3975900E-04	4.2547500E-04	4.5416700E-08	1.3296900E-04	9.8773500E-06	1.1183000E-05	2.8191300E-04	1.0762900E-05	6.7222700E-05	7.0503700E-06	1.1572400E-04	6.1307100E-07	4.1689200E-05	0.0000000E+00
2.3828252E-02	4.2962853E-02	1.6580609E-01	5.2763192E-02	2.8068310E-01	5.1576376E-02	8.8707600E-05	4.5020485E-02	1.3923691E-01	9.8082070E-03	2.4737835E-02	9.5989550E-03	1.4168326E-02	2.3966470E-03	1.4887667E-02	3.6746700E-04	4.5052370E-03	6.1747390E-03	7.9805100E-04	2.2280530E-03	7.2685560E-03	9.3493500E-04	9.9500000E-05	2.8109500E-04	1.5155500E-04	1.6277950E-03	1.7098750E-03	7.2771710E-03	2.1541900E-04	2.2578400E-03	7.1835500E-04	2.5908200E-06	1.4373500E-04	6.7002000E-04	8.1776000E-04	1.3245420E-03	1.4217700E-04	3.7352200E-06	5.6171400E-05	6.2712000E-04	3.3413600E-04	1.4718400E-05	2.2776900E-05	8.7738000E-06	1.2216600E-04	2.5671300E-04	2.0445200E-04	3.9973300E-04	6.5326700E-06	1.3055800E-04	3.6912000E-04	3.6058400E-04	1.5444800E-04	2.3797350E-03	5.3580600E-05	2.8769200E-04	1.5042600E-04	6.8624800E-04	1.3098700E-04	4.7683300E-07	2.7497600E-04	4.9276400E-04	5.7792700E-05	3.3537500E-06
4.5201800E-02	1.4615973E-01	1.9635980E-01	3.1648600E-02	1.6354747E-01	1.3767220E-01	1.1159333E-03	1.4133400E-02	7.8010067E-02	1.1086667E-03	4.2532067E-02	1.3958000E-03	1.8492867E-02	1.4490067E-02	5.5953333E-03	1.2386667E-04	5.0603333E-03	5.1046667E-04	1.1600000E-05	8.7080000E-03	2.3653333E-04	2.0714000E-03	2.4533333E-04	5.0566667E-04	1.0780000E-03	3.0180000E-04	9.6600000E-05	4.7853333E-03	1.1593333E-04	3.7233333E-04	2.6659333E-03	0.0000000E+00	1.4533333E-05	1.8166667E-04	1.5846667E-04	3.9133333E-04	5.1933333E-05	5.2266667E-05	1.1940000E-04	3.8526667E-04	3.3133333E-05	3.1933333E-04	0.0000000E+00	1.8600000E-05	2.6156000E-03	1.2850667E-03	2.0200000E-05	1.5840000E-04	1.1246667E-04	0.0000000E+00	2.7533333E-05	2.1753333E-04	3.2000000E-06	3.3726667E-04	3.4733333E-04	3.3400000E-05	1.0120000E-04	6.9333333E-05	4.1266667E-05	7.5733333E-05	1.8506667E-04	1.5200000E-05	2.2000000E-06	3.8400000E-05
